,0
0,106.26338679537177
1,106.78219971306622
2,106.77232749648392
3,106.53394660502673
4,107.11719033710658
5,107.23302801061422
6,108.52317265849561
7,108.1960448231548
8,108.30301709420979
9,106.14003163833172
10,105.58597883421928
11,104.44157761875539
12,105.82755035609007
13,100.12800644218922
14,99.93977583285421
15,103.43932533252983
16,101.62141728848218
17,104.87253749370575
18,104.63553633477538
19,102.5803388170898
20,102.76280329316855
21,103.7094889453426
22,102.2892157562077
23,96.84411894708872
24,102.52837647423148
25,101.28270664632319
26,98.35918067991733
27,98.26624971669168
28,101.20481680631637
29,100.3816779744625
30,100.62899766176939
31,101.92854653857648
32,102.14733145087958
33,106.18828505516052
34,106.00924404524267
35,103.96082433823496
36,101.41812002602965
37,101.50357897438109
38,99.6523778602481
39,101.86439202725887
40,102.84260452017189
41,99.37575188435615
42,96.62964727088809
43,97.97798892013729
44,97.9582270085439
45,101.20853588841855
46,101.86452013649047
47,105.66830397158861
48,104.8035495532304
49,104.8992412706837
