,0
0,46.922845439910894
1,46.88968768328428
2,47.02607504071668
3,47.08266627622768
4,47.11436235610395
5,47.52450386676937
6,47.82364698758349
7,48.03106555076316
8,48.21687325492501
9,47.51894496981055
10,47.313545464426284
11,46.74808751821518
12,46.748841378483924
13,44.944177853912116
14,43.48043037734926
15,45.07018258402124
16,44.06590041071177
17,45.221160492897035
18,45.35982234928757
19,44.905322302244606
20,44.80570489570499
21,45.239398526251314
22,44.92137144584209
23,43.60345092647709
24,45.00611993367784
25,43.815275211352855
26,43.42563480168582
27,44.17499761160463
28,45.35097434534691
29,45.26822330513969
30,45.11575657892972
31,45.7866422569938
32,46.15999378496781
33,47.5662381099537
34,48.11897472441196
35,46.81361768786795
36,45.34816072432324
37,44.86600358247757
38,44.09489571138285
39,46.53705405062065
40,46.13389166831039
41,45.55102328793146
42,44.31045267570298
43,44.722811978710816
44,44.38785524141975
45,45.42833264532499
46,45.99074917083606
47,47.17171735134441
48,47.2357015915867
49,47.299671916952214
