,0
0,74.69537522792815
1,74.44457155145705
2,74.43509939666838
3,74.20427998524158
4,74.66612213850021
5,74.88396157927811
6,75.43602246977389
7,75.5570364780724
8,75.02279911715537
9,74.72043284364045
10,74.37440244879573
11,74.67947683833539
12,75.45678328476846
13,73.35171019937843
14,71.06086120594293
15,72.43367241762579
16,71.95057336047292
17,73.65354693107307
18,74.15537904068827
19,74.44095473919063
20,74.47002268191426
21,74.58284563813358
22,73.98885348625481
23,72.2813147892058
24,71.58304617784917
25,71.93047821521759
26,72.90082593830303
27,74.24703380646184
28,74.89921196319163
29,74.30133986920119
30,73.3412777250912
31,74.10821061998607
32,74.20663527107797
33,75.9036627849564
34,76.21471276570112
35,75.49781805239618
36,75.23746430474333
37,75.06975091136992
38,74.46168708851096
39,75.13137331437319
40,76.27235709933564
41,76.48070898661972
42,74.82883612553357
43,74.76119184803801
44,74.56525239587879
45,75.2589445886016
46,76.08218703243882
47,76.89519714721479
48,77.49909778980073
49,78.08335138583556
