,0
0,47.505530831627546
1,47.78319644451141
2,46.82205083597451
3,46.68330039158464
4,46.950468047857285
5,48.48085173223168
6,47.704549494758254
7,49.48526564128697
8,50.250005779564376
9,49.68454086635262
10,48.6305818232894
11,48.71225902464241
12,48.2963299902156
13,46.55937571525573
14,46.04527497518807
15,46.8020170301199
16,46.51705499827862
17,48.07312285915017
18,48.10444589558989
19,47.222642121389505
20,46.28547202050686
21,47.431855152361095
22,46.97802222520113
23,44.86254920102656
24,46.94598633784801
25,48.496012281998986
26,48.27635009586811
27,50.87942770957947
28,50.03448991298676
29,51.56070739686489
30,50.46842738337815
31,51.4869324414432
32,50.8107255063951
33,52.49196428954601
34,52.88478224359453
35,52.03583277635276
36,50.55551603771746
37,51.45874752737582
38,51.234540627375246
39,52.44903699710965
40,53.341232020854946
41,52.54098701477051
42,51.979350778087976
43,51.69072105929256
44,51.25828648298979
45,52.3697429034859
46,53.16568747743964
47,54.15407243520021
48,52.981408736854796
49,53.971558126039795
